4238	 0	 1403715579.712143	 0.373380	 -0.009632	 531.945740	244.150589
4238	 0	 1403715580.012143	 0.821850	 0.168401	 682.907471	312.931274
4219	 0	 1403715579.712143	 0.931557	 -0.443476	 701.578979	89.767273
4219	 0	 1403715580.012143	 1.024239	 -0.408226	 726.698792	105.632500
4219	 0	 1403715580.462143	 0.785966	 -0.494052	 659.548035	65.241165
4216	 0	 1403715579.712143	 0.727027	 -0.492409	 642.515564	62.540592
4216	 0	 1403715580.012143	 0.822988	 -0.449463	 672.310852	82.326324
4216	 0	 1403715580.462143	 0.635928	 -0.512629	 613.345886	50.616848
4207	 0	 1403715579.712143	 0.091059	 -0.380281	 407.237122	81.747688
4207	 0	 1403715580.012143	 0.217216	 -0.309691	 462.942780	112.311676
4207	 0	 1403715580.462143	 0.225558	 -0.328336	 466.197235	104.733032
4205	 0	 1403715579.712143	 0.095222	 -0.472958	 408.176971	45.552856
4205	 0	 1403715580.012143	 0.220579	 -0.405016	 462.611084	73.753777
4205	 0	 1403715580.462143	 0.203993	 -0.421347	 455.285980	67.026497
4136	 0	 1403715578.512143	 0.366254	 -0.092819	 528.652771	207.596008
4136	 0	 1403715578.812143	 0.155067	 -0.317030	 435.900879	108.377861
4136	 0	 1403715579.112143	 0.073200	 -0.250391	 400.149902	136.058197
4136	 0	 1403715579.412143	 0.066273	 -0.094293	 397.496429	205.419785
4139	 0	 1403715578.512143	 0.255277	 0.144078	 481.519684	312.704773
4139	 0	 1403715578.812143	 -0.023477	 -0.190539	 356.559875	162.153625
4139	 0	 1403715579.112143	 -0.162062	 -0.167120	 294.015778	173.118942
4139	 0	 1403715579.412143	 -0.167464	 -0.002955	 291.014069	247.036636
4139	 0	 1403715579.712143	 0.177811	 0.119144	 447.727142	302.167145
4140	 0	 1403715578.512143	 0.197633	 0.038056	 456.833038	265.583954
4140	 0	 1403715578.812143	 -0.056940	 -0.266247	 341.640778	129.149124
4140	 0	 1403715579.112143	 -0.140508	 -0.237599	 304.141266	142.038910
4140	 0	 1403715579.412143	 -0.141841	 -0.092621	 302.687286	206.366013
4140	 0	 1403715579.712143	 0.082027	 -0.020210	 404.760895	239.152161
4141	 0	 1403715578.512143	 0.187897	 0.247797	 451.101746	358.684204
4141	 0	 1403715578.812143	 -0.103196	 -0.119961	 320.220001	193.908997
4141	 0	 1403715579.112143	 -0.271429	 -0.115296	 245.729080	196.931061
4141	 0	 1403715579.412143	 -0.304742	 0.059185	 231.164581	274.728119
4141	 0	 1403715579.712143	 0.098951	 0.250725	 411.687744	360.732483
4142	 0	 1403715578.512143	 0.247759	 0.369210	 474.831146	408.284607
4142	 0	 1403715578.812143	 -0.073870	 -0.047675	 333.408936	226.622131
4142	 0	 1403715579.112143	 -0.262615	 -0.041016	 249.136292	229.993774
4142	 0	 1403715579.412143	 -0.306335	 0.177455	 231.533615	326.752075
4142	 0	 1403715579.712143	 0.225311	 0.477075	 463.016968	450.645844
4143	 0	 1403715578.512143	 0.167862	 0.220071	 442.575134	346.887146
4143	 0	 1403715578.812143	 -0.120053	 -0.141573	 312.688660	184.267639
4134	 0	 1403715578.512143	 0.372380	 -0.188655	 529.948486	166.191193
4134	 0	 1403715578.812143	 0.166466	 -0.402555	 439.652618	73.742470
4134	 0	 1403715579.112143	 0.089398	 -0.306281	 407.062378	112.272552
4134	 0	 1403715579.412143	 0.085488	 -0.157425	 406.068604	177.041519
4134	 0	 1403715579.712143	 0.208565	 -0.160920	 461.022339	176.218155
4134	 0	 1403715580.012143	 0.355602	 -0.083959	 524.355042	211.395615
4134	 0	 1403715580.462143	 0.399957	 -0.118932	 542.011902	196.566757
4147	 0	 1403715578.512143	 0.646710	 -0.335476	 625.388123	114.895218
4147	 0	 1403715578.812143	 0.440327	 -0.510619	 546.213989	41.460396
4147	 0	 1403715579.112143	 0.359355	 -0.365591	 520.582458	92.833366
4147	 0	 1403715579.412143	 0.348874	 -0.193994	 520.292908	163.521591
4147	 0	 1403715579.712143	 0.448342	 -0.232532	 558.959778	149.244827
4147	 0	 1403715580.012143	 0.544627	 -0.181045	 595.687561	172.681015
4147	 0	 1403715580.462143	 0.445027	 -0.238941	 557.538574	146.513718
4148	 0	 1403715578.512143	 0.598327	 -0.332012	 609.660278	114.283638
4148	 0	 1403715578.812143	 0.397471	 -0.509901	 530.251709	39.881485
4148	 0	 1403715579.112143	 0.321128	 -0.368300	 505.138641	90.682480
4148	 0	 1403715579.412143	 0.311953	 -0.198672	 504.936737	160.937576
4148	 0	 1403715579.712143	 0.409027	 -0.234956	 543.661133	147.340271
4148	 0	 1403715580.012143	 0.502089	 -0.182728	 580.247192	171.100723
4148	 0	 1403715580.462143	 0.411729	 -0.235576	 544.708191	147.141617
4149	 0	 1403715578.512143	 0.556218	 -0.328296	 595.432129	114.112297
4149	 0	 1403715578.812143	 0.363108	 -0.512942	 517.011597	37.431957
4149	 0	 1403715579.112143	 0.288353	 -0.377350	 491.497101	86.238358
4149	 0	 1403715579.412143	 0.279855	 -0.212218	 491.220245	154.630005
4149	 0	 1403715579.712143	 0.373136	 -0.244688	 529.187805	142.492722
4149	 0	 1403715580.012143	 0.469210	 -0.189823	 567.829773	167.478531
4149	 0	 1403715580.462143	 0.387518	 -0.236750	 535.110962	146.123795
4276	 0	 1403715580.012143	 0.225902	 0.007428	 469.347137	251.727661
4276	 0	 1403715580.462143	 0.317290	 -0.007130	 508.698395	245.213867
4150	 0	 1403715578.512143	 0.440984	 -0.071376	 558.629761	217.503128
4150	 0	 1403715578.812143	 0.206210	 -0.340442	 457.712524	99.426727
4150	 0	 1403715579.112143	 0.121189	 -0.265090	 421.485474	130.024002
4150	 0	 1403715579.412143	 0.116602	 -0.104340	 420.324402	200.993546
4277	 0	 1403715580.012143	 0.149867	 -0.000449	 435.517517	248.173187
4277	 0	 1403715580.462143	 0.242045	 0.000553	 476.416199	248.628815
4168	 0	 1403715578.812143	 -0.356193	 -0.031943	 209.574585	234.290939
4168	 0	 1403715579.112143	 -0.616010	 -0.058069	 112.282616	224.448059
4168	 0	 1403715579.412143	 -0.806287	 0.130748	 55.087868	298.899719
4176	 0	 1403715578.812143	 0.166665	 -0.131491	 442.688446	189.010239
4176	 0	 1403715579.112143	 0.032669	 -0.094203	 382.156342	205.419983
4176	 0	 1403715579.412143	 0.064540	 0.110409	 396.681396	298.635315
4176	 0	 1403715579.712143	 0.533047	 0.258320	 589.648560	355.879089
4179	 0	 1403715578.812143	 0.413481	 0.132383	 547.241333	305.859100
4179	 0	 1403715579.112143	 0.280383	 0.216319	 491.405731	343.916534
4179	 0	 1403715579.412143	 0.351799	 0.533867	 511.912598	467.339752
4180	 0	 1403715578.812143	 0.345248	 0.125047	 519.736816	303.465576
4180	 0	 1403715579.112143	 0.205052	 0.199312	 459.138428	337.467377
4181	 0	 1403715578.812143	 0.308076	 0.232310	 502.800262	350.325134
4181	 0	 1403715579.112143	 0.155881	 0.322326	 436.210205	390.627808
4182	 0	 1403715578.812143	 0.352662	 0.193794	 521.871216	333.123169
4182	 0	 1403715579.112143	 0.206545	 0.288295	 458.694122	375.692657
4171	 0	 1403715578.812143	 0.041906	 -0.499681	 385.154114	35.152935
4171	 0	 1403715579.112143	 -0.026367	 -0.412981	 355.685852	68.321892
4166	 0	 1403715578.812143	 -0.306552	 -0.044510	 230.346085	228.569656
4166	 0	 1403715579.112143	 -0.544521	 -0.066468	 137.107178	220.395981
4166	 0	 1403715579.412143	 -0.685127	 0.111245	 90.471786	293.220276
4166	 0	 1403715579.712143	 -0.270000	 0.445941	 252.221527	437.767456
4260	 0	 1403715580.012143	 0.170180	 -0.098824	 444.418671	203.678955
4260	 0	 1403715580.462143	 0.236066	 -0.102988	 473.484467	202.156433
4234	 0	 1403715579.712143	 0.349872	 -0.465372	 513.609863	54.262264
4234	 0	 1403715580.012143	 0.442945	 -0.410344	 551.355957	78.327126
4116	 0	 1403715578.512143	 -0.282318	 -0.268797	 243.099899	130.566498
